tanggal_baca,clean_author,clean_text,like_count,id,word_count
2026-01-28 07:00:00,@LixBorea,"1 Agustus one piece trend
4 Agustus USSOCOM Amerika kasih penghargaan ke Prabowo
25 Agustus Pagi trend buzz positivity puan
25 Agustus siang agenda anomali

👀",0,Ugzt-HoE6PGL7sU5soN4AaABAg,26
2026-01-28 07:00:00,@alvenskirafiola3234,aki2 hahah pake cara jadul padahal satu negara udah tau dia penjahatnya,0,Ugy9necazRAfceusD-d4AaABAg,12
2026-01-28 07:00:00,@nugioism2273,Memang antek asing,0,UgzVfTj1uELElIVGPf54AaABAg,3
2026-01-28 07:00:00,@AzizahAzizah-v4d,"Ngoceh tdk ada bukti...faktax yg hrs disampaikan...jgn ngomong katax...ckck
Bagusx cek gaji 3 orang ini..
Karyawan tetap atau outsourching...",1,Ugx1Ad9NdKCWhrnSyR54AaABAg,19
2026-01-28 07:00:00,@steven658,"orang orang *** yang bikin peraturan tapi tidak pernah dijalankan, sungguh pekerjaan yang mubazir",0,UgxmD58I8J8k2a0gRC54AaABAg,14
2026-01-28 07:00:00,@adipradana3068,That oldman,0,UgxiHmxkLcjtXwPvGYx4AaABAg,2
2026-01-28 07:00:00,@kangsandipetot,"Sekarang malah gabung Board of Peace, jadi antek asing di Palestina 😏",1,UgzGiRTMHBaI8GFK_-14AaABAg,12
2026-01-28 07:00:00,@Saya-q3v,Heyy antek asing yg berkomplot dengan trump..,2,UgzsyUej0Dm5sFx7XEV4AaABAg,7
2026-01-28 07:00:00,@pingpong-s1f,"antek asingnya ya si gemoy siapa lagi,,,😅....",1,UgwcPbwyDtRS4zHRNcZ4AaABAg,7
2026-01-28 07:00:00,@gaktau-uuu,"""ant tech ant tech"" ahh sing",0,Ugz5Srxu8BLO8xQYXeV4AaABAg,6
2026-01-28 07:00:00,@OmSendi88,Segera Brantas dan Ringkus semua Antek Asing..ya jelas ...para Media yg sering bikin Gaduh lmpormasi yg tak berdasar dan sering profokasi memicuh perpecahan dan penerima Dana Asing dg kepentingan Terselubung kepentingan gelap yg dilakukan CIA AS Soros dan Anteknya yg jelas Strategi dan Proyek SOROS,1,UgzgH7sNPtr4EB7IU-J4AaABAg,45
2026-01-28 07:00:00,@beelzebub3210,egy mana ini?,0,UgxAgxnY73QjGT4K7K14AaABAg,3
2026-01-28 07:00:00,@zakky6409,"lah dia sendiri ngejilat Donald Trump 🤣
Minta Dikenalin ke anaknya Trump.. trus sekarang malah gabung Organisasi Bentukan Trump... gak gratis loh itu, ada iurannya sampe triliunan rupiah",1,UgzTawGYJUjRYBXVYfF4AaABAg,28
2026-01-28 07:00:00,@h1chae-mx,"""jadi pot... bunga""
""jadi pulpen teddy""

ya ampunnn sehat-sehat kak chicha😭😭😭",0,Ugx5PygIXHRXNpu-2Pt4AaABAg,11
2026-01-28 07:00:00,@nadilalaode4915,Prabowo antek asing !,0,Ugzci70gELWlgA5SKqN4AaABAg,4
2026-01-28 07:00:00,@bapakethole999,Semut di negara asing kelihatan. Antek asing di pelupuk mata tidak kelihatan.,0,UgwVZomurUQDrgkAFmB4AaABAg,12
2026-01-28 07:00:00,@Jaimehuhu,"studio baru nich..lebih enak dilihat, closed-up makin mudah dicerna, no unnecessary distraction, mantap",1,UgwI3EdHJUPE0nZDhdJ4AaABAg,13
